cycle,n,area_sim,area_expected,V_hom,f_dot,dNdt,dMdt,M,anomaly
369,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-14684571.635790,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
370,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-14724259.669941,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
371,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-14763947.704091,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
372,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-14803635.738242,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
373,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-14843323.772393,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
374,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-14883011.806544,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
375,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-14922699.840695,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
376,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-14962387.874845,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
377,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-15002075.908996,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
378,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-15041763.943147,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
379,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-15081451.977298,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
380,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-15121140.011449,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
381,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-15160828.045599,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
382,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-15200516.079750,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
383,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-15240204.113901,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
384,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-15279892.148052,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
385,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-15319580.182202,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
386,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-15359268.216353,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
387,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-15398956.250504,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
388,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-15438644.284655,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
389,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-15478332.318806,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
390,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-15518020.352956,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
391,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-15557708.387107,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
392,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-15597396.421258,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
393,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-15637084.455409,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
394,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-15676772.489559,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
395,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-15716460.523710,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
396,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-15756148.557861,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
397,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-15795836.592012,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
398,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-15835524.626163,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
399,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-15875212.660313,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
400,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-15914900.694464,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
401,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-15954588.728615,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
402,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-15994276.762766,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
403,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-16033964.796917,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
404,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-16073652.831067,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
405,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-16113340.865218,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
406,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-16153028.899369,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
407,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-16192716.933520,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
408,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-16232404.967670,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
409,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-16272093.001821,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
410,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-16311781.035972,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
411,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-16351469.070123,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
412,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-16391157.104274,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
413,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-16430845.138424,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
414,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-16470533.172575,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
415,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-16510221.206726,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
416,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-16549909.240877,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
417,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-16589597.275027,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
418,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-16629285.309178,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
419,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-16668973.343329,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
420,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-16708661.377480,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
421,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-16748349.411631,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
422,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-16788037.445781,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
423,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-16827725.479932,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
424,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-16867413.514083,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
425,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-16907101.548234,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
426,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-16946789.582385,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
427,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-16986477.616535,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
428,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-17026165.650686,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
429,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-17065853.684837,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
430,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-17105541.718988,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
431,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-17145229.753138,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
432,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-17184917.787289,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
433,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-17224605.821440,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
434,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-17264293.855591,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
435,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-17303981.889742,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
436,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-17343669.923892,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
437,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-17383357.958043,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
438,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-17423045.992194,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
439,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-17462734.026345,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
440,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-17502422.060495,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
441,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-17542110.094646,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
442,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-17581798.128797,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
443,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-17621486.162948,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
444,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-17661174.197099,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
445,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-17700862.231249,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
446,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-17740550.265400,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
447,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-17780238.299551,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
448,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-17819926.333702,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
449,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-17859614.367853,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
450,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-17899302.402003,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
451,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-17938990.436154,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
452,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-17978678.470305,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
453,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-18018366.504456,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
454,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-18058054.538606,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
455,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-18097742.572757,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
456,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-18137430.606908,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
457,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-18177118.641059,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
458,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-18216806.675210,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
459,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-18256494.709360,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
460,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-18296182.743511,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
461,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-18335870.777662,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
462,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-18375558.811813,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
463,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-18415246.845963,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
464,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-18454934.880114,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
465,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-18494622.914265,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
466,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-18534310.948416,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
467,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-18573998.982567,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
468,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-18613687.016717,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
469,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-18653375.050868,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
470,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-18693063.085019,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
471,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-18732751.119170,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
472,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-18772439.153321,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
473,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-18812127.187471,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
474,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-18851815.221622,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
475,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-18891503.255773,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
476,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-18931191.289924,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
477,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-18970879.324074,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
478,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-19010567.358225,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
479,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-19050255.392376,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
480,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-19089943.426527,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
481,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-19129631.460678,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
482,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-19169319.494828,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
483,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-19209007.528979,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
484,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-19248695.563130,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
485,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-19288383.597281,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
486,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-19328071.631432,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
487,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-19367759.665582,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
488,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-19407447.699733,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
489,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-19447135.733884,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
490,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-19486823.768035,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
491,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-19526511.802185,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
492,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-19566199.836336,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
493,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-19605887.870487,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
494,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-19645575.904638,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
495,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-19685263.938789,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
496,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-19724951.972939,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
497,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-19764640.007090,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
498,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-19804328.041241,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
499,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-19844016.075392,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
500,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-19883704.109542,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
501,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-19923392.143693,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
502,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-19963080.177844,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
503,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-20002768.211995,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
504,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-20042456.246146,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
505,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-20082144.280296,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
506,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-20121832.314447,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
507,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-20161520.348598,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
508,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-20201208.382749,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
509,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-20240896.416900,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
510,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-20280584.451050,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
511,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-20320272.485201,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
512,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-20359960.519352,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
513,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-20399648.553503,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
514,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-20439336.587653,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
515,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-20479024.621804,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
516,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-20518712.655955,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
517,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-20558400.690106,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
518,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-20598088.724257,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
519,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-20637776.758407,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
520,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-20677464.792558,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
521,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-20717152.826709,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
522,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-20756840.860860,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
523,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-20796528.895010,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
524,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-20836216.929161,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
525,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-20875904.963312,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
526,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-20915592.997463,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
527,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-20955281.031614,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
528,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-20994969.065764,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
529,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-21034657.099915,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
530,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-21074345.134066,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
531,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-21114033.168217,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
532,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-21153721.202368,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
533,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-21193409.236518,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
534,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-21233097.270669,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
535,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-21272785.304820,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
536,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-21312473.338971,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
537,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-21352161.373121,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
538,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-21391849.407272,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
539,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-21431537.441423,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
540,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-21471225.475574,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
541,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-21510913.509725,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
542,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-21550601.543875,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
543,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-21590289.578026,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
544,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-21629977.612177,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
545,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-21669665.646328,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
546,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-21709353.680478,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
547,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-21749041.714629,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
548,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-21788729.748780,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
549,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-21828417.782931,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
550,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-21868105.817082,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
551,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-21907793.851232,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
552,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-21947481.885383,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
553,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-21987169.919534,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
554,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-22026857.953685,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
