cycle,n,area_sim,area_expected,V_hom,f_dot,dNdt,dMdt,M,anomaly
741,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-29448520.339881,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
742,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-29488208.374032,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
743,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-29527896.408183,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
744,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-29567584.442334,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
745,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-29607272.476484,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
746,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-29646960.510635,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
747,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-29686648.544786,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
748,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-29726336.578937,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
749,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-29766024.613087,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
750,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-29805712.647238,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
751,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-29845400.681389,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
752,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-29885088.715540,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
753,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-29924776.749691,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
754,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-29964464.783841,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
755,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-30004152.817992,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
756,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-30043840.852143,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
757,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-30083528.886294,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
758,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-30123216.920444,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
759,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-30162904.954595,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
760,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-30202592.988746,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
761,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-30242281.022897,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
762,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-30281969.057048,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
763,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-30321657.091198,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
764,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-30361345.125349,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
765,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-30401033.159500,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
766,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-30440721.193651,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
767,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-30480409.227802,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
768,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-30520097.261952,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
769,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-30559785.296103,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
770,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-30599473.330254,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
771,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-30639161.364405,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
772,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-30678849.398555,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
773,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-30718537.432706,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
774,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-30758225.466857,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
775,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-30797913.501008,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
776,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-30837601.535159,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
777,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-30877289.569309,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
778,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-30916977.603460,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
779,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-30956665.637611,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
780,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-30996353.671762,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
781,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-31036041.705912,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
782,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-31075729.740063,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
783,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-31115417.774214,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
784,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-31155105.808365,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
785,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-31194793.842516,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
786,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-31234481.876666,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
787,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-31274169.910817,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
788,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-31313857.944968,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
789,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-31353545.979119,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
790,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-31393234.013270,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
791,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-31432922.047420,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
792,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-31472610.081571,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
793,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-31512298.115722,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
794,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-31551986.149873,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
795,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-31591674.184023,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
796,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-31631362.218174,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
797,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-31671050.252325,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
798,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-31710738.286476,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
799,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-31750426.320627,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
800,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-31790114.354777,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
801,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-31829802.388928,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
802,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-31869490.423079,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
803,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-31909178.457230,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
804,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-31948866.491380,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
805,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-31988554.525531,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
806,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-32028242.559682,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
807,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-32067930.593833,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
808,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-32107618.627984,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
809,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-32147306.662134,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
810,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-32186994.696285,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
811,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-32226682.730436,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
812,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-32266370.764587,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
813,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-32306058.798738,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
814,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-32345746.832888,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
815,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-32385434.867039,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
816,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-32425122.901190,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
817,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-32464810.935341,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
818,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-32504498.969491,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
819,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-32544187.003642,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
820,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-32583875.037793,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
821,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-32623563.071944,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
822,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-32663251.106095,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
823,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-32702939.140245,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
824,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-32742627.174396,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
825,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-32782315.208547,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
826,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-32822003.242698,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
827,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-32861691.276848,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
828,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-32901379.310999,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
829,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-32941067.345150,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
830,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-32980755.379301,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
831,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-33020443.413452,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
832,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-33060131.447602,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
833,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-33099819.481753,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
834,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-33139507.515904,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
835,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-33179195.550055,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
836,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-33218883.584206,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
837,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-33258571.618356,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
838,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-33298259.652507,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
839,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-33337947.686658,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
840,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-33377635.720809,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
841,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-33417323.754959,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
842,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-33457011.789110,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
843,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-33496699.823261,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
844,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-33536387.857412,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
845,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-33576075.891563,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
846,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-33615763.925713,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
847,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-33655451.959864,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
848,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-33695139.994015,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
849,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-33734828.028166,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
850,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-33774516.062317,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
851,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-33814204.096467,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
852,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-33853892.130618,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
853,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-33893580.164769,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
854,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-33933268.198920,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
855,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-33972956.233070,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
856,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-34012644.267221,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
857,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-34052332.301372,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
858,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-34092020.335523,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
859,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-34131708.369674,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
860,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-34171396.403824,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
861,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-34211084.437975,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
862,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-34250772.472126,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
863,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-34290460.506277,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
864,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-34330148.540428,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
865,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-34369836.574578,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
866,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-34409524.608729,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
867,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-34449212.642880,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
868,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-34488900.677031,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
869,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-34528588.711181,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
870,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-34568276.745332,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
871,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-34607964.779483,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
872,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-34647652.813634,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
873,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-34687340.847785,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
874,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-34727028.881935,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
875,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-34766716.916086,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
876,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-34806404.950237,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
877,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-34846092.984388,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
878,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-34885781.018539,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
879,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-34925469.052689,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
880,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-34965157.086840,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
881,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-35004845.120991,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
882,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-35044533.155142,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
883,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-35084221.189292,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
884,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-35123909.223443,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
885,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-35163597.257594,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
886,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-35203285.291745,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
887,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-35242973.325896,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
888,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-35282661.360046,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
889,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-35322349.394197,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
890,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-35362037.428348,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
891,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-35401725.462499,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
892,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-35441413.496650,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
893,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-35481101.530800,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
894,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-35520789.564951,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
895,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-35560477.599102,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
896,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-35600165.633253,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
897,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-35639853.667403,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
898,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-35679541.701554,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
899,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-35719229.735705,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
900,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-35758917.769856,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
901,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-35798605.804007,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
902,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-35838293.838157,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
903,3,18.849556,18.849556,0.800,31582.734,39688034.150784,-39688034.150784,-35877981.872308,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
904,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-35917669.906459,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
905,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-35957357.940610,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
906,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-35997045.974761,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
907,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-36036734.008911,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
908,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-36076422.043062,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
909,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-36116110.077213,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
910,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-36155798.111364,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
911,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-36195486.145515,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
912,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-36235174.179665,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
913,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-36274862.213816,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
914,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-36314550.247967,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
915,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-36354238.282118,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
916,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-36393926.316268,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
917,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-36433614.350419,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
918,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-36473302.384570,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
919,1,6.283185,6.283185,0.800,31582.734,39688034.150784,-39688034.150784,-36512990.418721,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
920,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-36552678.452872,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
921,2,12.566371,12.566371,0.800,31582.734,39688034.150784,-39688034.150784,-36592366.487022,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
922,6,37.699112,37.699112,0.800,31582.734,39688034.150784,-39688034.150784,-36632054.521173,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
923,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-36671742.555324,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
924,0,0.000000,0.000000,0.800,31582.734,39688034.150784,-39688034.150784,-36711430.589475,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
925,4,25.132741,25.132741,0.800,31582.734,39688034.150784,-39688034.150784,-36751118.623626,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
926,5,31.415927,31.415927,0.800,31582.734,39688034.150784,-39688034.150784,-36790806.657776,DCE_OVERTHRUST PLANCK_CORE_SATURATION 
